Ms	Code	A0	CA	MA	T	AX	AY	AZ	GX	GY	GZ
11560	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
11615	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
11670	20	0.00	0	-0.85	28.90	0	0	0	0	0	0	
11730	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
11784	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
11842	20	0.00	0	0.30	28.90	0	0	0	0	0	0	
11897	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
11952	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
12011	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
12067	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
12122	20	0.00	0	1.27	28.90	0	0	0	0	0	0	
12177	20	0.00	0	1.36	28.90	0	0	0	0	0	0	
12231	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
12287	20	0.00	0	0.12	28.90	0	0	0	0	0	0	
12346	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
12401	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
12456	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
12513	20	0.00	0	0.21	28.90	0	0	0	0	0	0	
12568	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
12624	20	0.00	0	0.12	28.90	0	0	0	0	0	0	
12683	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
12737	20	0.00	0	-0.67	28.90	0	0	0	0	0	0	
12793	20	0.00	0	0.30	28.90	0	0	0	0	0	0	
12848	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
12903	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
12957	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
13017	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
13072	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
13127	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
13182	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
13240	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
13299	20	0.00	0	-0.94	28.90	0	0	0	0	0	0	
13354	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
13409	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
13464	20	0.00	0	-0.59	28.90	0	0	0	0	0	0	
13519	20	0.00	0	-0.41	28.90	0	0	0	0	0	0	
13574	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
13633	20	0.00	0	-0.06	28.90	0	0	0	0	0	0	
13689	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
13744	20	0.00	0	-1.29	28.90	0	0	0	0	0	0	
13798	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
13853	20	0.00	0	0.04	28.90	0	0	0	0	0	0	
13909	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
13981	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
14045	20	0.00	0	-0.23	28.90	0	0	0	0	0	0	
14100	20	0.00	0	-0.76	29.00	0	0	0	0	0	0	
14156	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
14211	20	0.00	0	-0.32	28.90	0	0	0	0	0	0	
14266	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
14324	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
14380	20	0.00	0	-0.50	28.90	0	0	0	0	0	0	
14435	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
14490	20	0.00	0	-0.14	28.90	0	0	0	0	0	0	
14546	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
14601	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
14662	20	0.00	0	-0.76	29.00	0	0	0	0	0	0	
14718	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
14773	20	0.00	0	0.04	29.00	0	0	0	0	0	0	
14828	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
14884	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
14942	20	0.00	0	0.04	29.00	0	0	0	0	0	0	
14997	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
15053	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
15108	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
15163	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
15218	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
15278	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
15333	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
15390	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
15446	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
15501	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
15556	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
15616	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
15671	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
15726	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
15782	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
15836	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
15891	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
15951	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
16006	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
16063	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
16119	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
16174	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
16233	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
16289	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
16344	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
16399	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
16454	20	0.00	0	-0.76	29.00	0	0	0	0	0	0	
16510	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
16568	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
16623	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
16679	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
16734	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
16792	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
16848	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
16906	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
16961	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
17017	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
17072	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
17127	20	0.00	0	-0.76	29.00	0	0	0	0	0	0	
17182	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
17242	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
17297	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
17352	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
17408	20	0.00	0	-0.76	29.00	0	0	0	0	0	0	
17465	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
17524	20	0.00	0	-0.85	29.00	0	0	0	0	0	0	
17580	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
17635	20	0.00	0	-0.76	29.00	0	0	0	0	0	0	
17690	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
17746	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
17800	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
17859	20	0.00	0	-0.85	29.00	0	0	0	0	0	0	
17915	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
17970	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
18025	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
18081	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
18136	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
18197	20	0.00	0	0.04	29.00	0	0	0	0	0	0	
18253	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
18308	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
18363	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
18418	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
18474	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
18532	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
18587	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
18643	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
18698	20	0.00	0	-0.67	29.00	0	0	0	0	0	0	
18753	20	0.00	0	0.30	29.00	0	0	0	0	0	0	
18809	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
18870	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
18925	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
18981	20	0.00	0	0.21	29.00	0	0	0	0	0	0	
19036	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
19091	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
19151	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
19206	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
19261	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
19316	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
19371	20	0.00	0	0.12	29.00	0	0	0	0	0	0	
19426	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
19485	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
19541	20	0.00	0	0.04	29.00	0	0	0	0	0	0	
19598	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
19653	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
19709	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
19764	20	0.00	0	0.12	29.00	0	0	0	0	0	0	
19823	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
19879	20	0.00	0	0.04	29.00	0	0	0	0	0	0	
19934	20	0.00	0	-0.59	29.00	0	0	0	0	0	0	
19989	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
20045	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
20100	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
20158	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
20214	20	0.00	0	0.12	29.00	0	0	0	0	0	0	
20272	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
20327	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
20381	20	0.00	0	0.04	29.00	0	0	0	0	0	0	
20441	20	0.00	0	-0.14	29.00	0	0	0	0	0	0	
20496	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
20551	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
20607	20	0.00	0	-0.32	29.00	0	0	0	0	0	0	
20662	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
20717	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
20776	20	0.00	0	-0.50	29.00	0	0	0	0	0	0	
20831	20	0.00	0	-0.67	29.10	0	0	0	0	0	0	
20886	20	0.00	0	-0.85	29.10	0	0	0	0	0	0	
20942	20	0.00	0	-0.50	29.10	0	0	0	0	0	0	
21000	20	0.00	0	-0.41	29.00	0	0	0	0	0	0	
21055	20	0.00	0	-0.23	29.10	0	0	0	0	0	0	
21115	20	0.00	0	-0.59	29.10	0	0	0	0	0	0	
21170	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
21225	20	0.00	0	-0.41	29.10	0	0	0	0	0	0	
21281	20	0.00	0	-0.06	29.00	0	0	0	0	0	0	
21336	20	0.00	0	0.04	29.10	0	0	0	0	0	0	
21391	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
21449	20	0.00	0	-0.23	29.00	0	0	0	0	0	0	
21505	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
21560	20	0.00	0	-0.59	29.10	0	0	0	0	0	0	
21615	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
21674	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
21732	20	0.00	0	-0.32	29.10	0	0	0	0	0	0	
21787	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
21843	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
21898	20	0.00	0	-0.23	29.10	0	0	0	0	0	0	
21953	20	0.00	0	-0.41	29.10	0	0	0	0	0	0	
22008	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
22067	20	0.00	0	-0.32	29.10	0	0	0	0	0	0	
22122	20	0.00	0	0.21	29.10	0	0	0	0	0	0	
22178	20	0.00	0	-0.41	29.10	0	0	0	0	0	0	
22233	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
22287	20	0.00	0	-0.41	29.10	0	0	0	0	0	0	
22342	20	0.00	0	-0.50	29.10	0	0	0	0	0	0	
22412	20	0.00	0	0.12	29.10	0	0	0	0	0	0	
22466	20	0.00	0	0.48	29.10	0	0	0	0	0	0	
22522	20	0.00	0	-0.32	29.10	0	0	0	0	0	0	
22576	20	0.00	0	0.04	29.10	0	0	0	0	0	0	
22631	20	0.00	0	0.04	29.10	0	0	0	0	0	0	
22690	20	0.00	0	-0.23	29.10	0	0	0	0	0	0	
22745	20	0.00	0	-0.32	29.10	0	0	0	0	0	0	
22800	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
22854	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
22910	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
22964	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
23023	20	0.00	0	-0.23	29.10	0	0	0	0	0	0	
23081	20	0.00	0	0.39	29.10	0	0	0	0	0	0	
23136	20	0.00	0	-0.06	29.10	0	0	0	0	0	0	
23190	20	0.00	0	-0.41	29.10	0	0	0	0	0	0	
23246	20	0.00	0	-0.14	29.10	0	0	0	0	0	0	
